id,slug,titulo,destino,departamento,km,duracion,dificultad,superficie,mejor_epoca,moto_recomendada,resumen,tips,gasolina_tip,hospedaje,gastronomia,gps_destino,gps_paradas,imagen_url,wp_link,created_at,updated_at,destino_norm,titulo_norm
35cb34d5-d474-4081-b85d-3ce23ac66bd3,medellin-santa-rosa-osos,Medellín – Santa Rosa de Osos (Norte Antioqueño),Santa Rosa de Osos,Antioquia,85,1.5 – 2 horas,Principiante,Autopista Norte bien pavimentada. Fácil y cómoda.,Todo el año. Frío en Santa Rosa (entre 10°C y 15°C). Llevar chaqueta.,Cualquier moto.,"Santa Rosa de Osos es la capital del Norte antioqueño. Ciudad universitaria y religiosa a 2.500 msnm. Famosa por sus quesos, embutidos y el frío de alta montaña. La catedral es un ícono. Excelente punto de partida para el Norte profundo.","Salir por la Autopista Norte hacia Bello y continuar directo a Santa Rosa. Vía cómoda y señalizada. En el pueblo hay todo: gasolineras, hoteles, restaurantes. Hacer mercado de quesos en la plaza.",Gasolineras en la Autopista Norte y en Santa Rosa.,Varios hoteles cómodos en el centro. Hotel Mesón de los Balcones recomendado.,"Quesos de Santa Rosa (el mejor de Colombia), embutidos, mazamorra con leche, sancocho, chicharrón, almojábanas.","6.6333,-75.4667","[{'lat': 6.348, 'lon': -75.499, 'nombre': 'Copacabana (descanso)'}, {'lat': 6.491, 'lon': -75.457, 'nombre': 'Don Matías (parada opcional)'}]",,https://ridera.com.co/rutas/medellin-santa-rosa-osos/,2026-07-22 03:17:08.201261+00,2026-07-22 03:17:08.201261+00,santa rosa de osos,medellin - santa rosa de osos (norte antioqueno)
37274b55-ffa3-4788-9d52-fc8fe0887002,medellin-angostura,Medellín – Angostura,Angostura,Antioquia,130,2.5-3 horas,Intermedia,Pavimentada en buen estado,Todo el año,Naked / Sport / Adventure 150cc+,"Angostura es un municipio del Norte antioqueño menos visitado que Santa Rosa o Ituango pero con paisajes espléndidos. Fincas ganaderas, leche fresca y la tranquilidad de los pueblos del Norte sin turismo masivo.",Ruta poco transitada. Angostura tiene parque bonito y gente muy amable. Combinar con visita a Santa Rosa de Osos haciendo loop.,Tanquear en Medellín o Don Matías. Estación disponible en Angostura.,Posadas campesinas y hoteles pequeños en el parque.,"Quesillo, kumis, arequipe y bandeja paisa. El Norte antioqueño tiene los mejores lácteos del país.",,,,https://ridera.com.co/rutas/medellin-angostura/,2026-07-22 03:24:46.238304+00,2026-07-22 03:24:46.238304+00,angostura,medellin - angostura
3878e1ec-7121-45cf-911d-f6095d19a8df,medellin-valdivia-ituango,Medellín – Valdivia – Ituango (Hidroituango),Ituango,Antioquia,200,4-5 horas,Experta,"Carretera pavimentada nueva, curvas técnicas","Dic-Mar, Jun-Ago",Adventure / Enduro 200cc+,"200 km hasta el municipio de la represa más grande de Colombia. La carretera nueva de Ituango es una obra de ingeniería impresionante con miradores al cañón del Cauca y a la represa Hidroituango. Norte antioqueño profundo, frío en las alturas y calor en el cañón.","La carretera Yarumal-Ituango es nueva pero tiene tramos de curvas muy técnicas en el descenso al cañón. La represa Hidroituango no tiene visitas turísticas regulares aún, pero el paisaje del cañón vale el viaje. Llevar ropa para frío (páramo) y calor (cañón) — diferencia de 20°C en pocos km.",Llená en Yarumal. En Ituango hay una sola estación. 200cc≈$65k ida.,"Posadas en Ituango, opciones básicas pero limpias.","Sancocho de gallina, frijoles antioqueños, mazamorra, aguacate del norte.","7.1667,-75.7500","[{'km': 98, 'gps': '7.0000,-75.4985', 'nombre': 'Yarumal'}, {'km': 200, 'gps': '7.1667,-75.7500', 'nombre': 'Ituango'}]",,https://ridera.com.co/rutas/medellin-ituango/,2026-07-14 03:01:08.106727+00,2026-07-14 03:01:08.106727+00,ituango,medellin - valdivia - ituango (hidroituango)
402be5be-3561-4e91-bcde-f6bba92b903b,medellin-desierto-tatacoa,Medellín – Desierto de la Tatacoa,"Desierto de la Tatacoa, Villavieja",Huila,680,"12–12h30 rodada pura, recomendado 3 días",Experta,"Pavimentada 95%, tramos con baches entre Neiva y Villavieja","Jun–Sep y Dic–Mar (seca, cielos despejados para astronomía)",Touring / Adventure 300cc+,"Sales de las montañas de Antioquia, bajas al calor del Magdalena, cruzas Armero (memorial de la tragedia de 1985) y terminas en el desierto rojo y gris de la Tatacoa bajo el cielo más limpio de Colombia. No es ruta de curvas sino de contrastes: frío paisa, calor tolimense, historia dura y paisaje de otro planeta. Parada obligada en el memorial de Armero y observación astronómica nocturna en Villavieja.","Calor extremo desde Honda (35-40°C), hidrátate cada hora. No rodar entre 12m-3pm. Arena suelta dentro del desierto, considera mototaxi local. Descarga mapas offline. Evitar rodar de noche por tractomulas. Tramo Medellín-La Dorada puede cerrar por derrumbes en lluvias.",Gasolineras abundantes en toda la vía. Última recarga obligatoria en Neiva — dentro del desierto NO hay estaciones. Costo aprox ida 300cc: $394.000 COP.,"Villavieja: Hotel Villa Paraíso, Hotel Colonial Villavieja, Cosmos Tatacoa Hotel, Dunas Tatacoa Hostal (camping), Bethel BioLuxury (gama alta). Alternativa pernocte en Ibagué (amplia oferta, talleres de moto).","Viudo de pescado y tamal tolimense en Honda. Lechona en Ibagué. Asado huilense, achiras y jugo de cactus en el desierto.","3.2350,-75.1700","[{'lat': 5.2064, 'lon': -74.755, 'nombre': 'Honda'}, {'lat': 4.9551, 'lon': -74.9075, 'nombre': 'Armero memorial'}, {'lat': 4.4389, 'lon': -75.2322, 'nombre': 'Ibagué'}, {'lat': 2.9345, 'lon': -75.2809, 'nombre': 'Neiva'}, {'lat': 3.2236, 'lon': -75.2211, 'nombre': 'Villavieja'}]",https://ridera.com.co/wp-content/uploads/2026/07/desierto-de-la-tatacoa.jpg,https://ridera.com.co/ruta/medellin-desierto-tatacoa/,2026-07-10 21:40:46.958773+00,2026-07-10 21:40:46.958773+00,"desierto de la tatacoa, villavieja",medellin - desierto de la tatacoa
45eb0413-2aab-4450-a3c8-cb47a340c649,medellin-sonson,Medellín – Sonsón (Oriente Profundo),Sonsón,Antioquia,148,2.5 – 3 horas,Intermedia,Autopista a Bogotá y luego carretera departamental sinuosa. Buenas curvas técnicas.,Todo el año. Frío en Sonsón (1.900 msnm). Llevar chaqueta.,Cualquier moto con buen motor para subidas.,"Sonsón es uno de los municipios más bonitos y auténticos del Oriente antioqueño. Ciudad patrimonial con arquitectura paisa tradicional impecable. Frío permanente, quesos y panela artesanal. Poco turismo masivo, mucho charme. Excelente para quien busca Antioquia auténtica.",Salir por la autopista Medellín-Bogotá hasta Santuario y continuar hacia Sonsón. El camino es sinuoso y hermoso. El parque principal de Sonsón y su catedral son impresionantes. Mercado campesino los domingos.,Gasolineras en la autopista y en Sonsón.,Hoteles en el centro del municipio.,"Queso campesino, panela, mazamorra, frijoles, sancocho de gallina, chicharrón.","5.7333,-75.3000","[{'lat': 6.14, 'lon': -75.27, 'nombre': 'Santuario (desvío a Sonsón)'}, {'lat': 5.791, 'lon': -75.43, 'nombre': 'Abejorral (parada opcional)'}]",,https://ridera.com.co/rutas/medellin-sonson/,2026-07-22 03:17:55.820054+00,2026-07-22 03:17:55.820054+00,sonson,medellin - sonson (oriente profundo)
45f3da3d-169c-4dc3-b4e0-cc20e410a44a,medellin-campamento,Medellín – Campamento,Campamento,Antioquia,160,3-3.5 horas,Intermedia,Pavimentada con tramos mixtos,"Dic–Mar, Jul–Ago",Naked / Sport / Adventure 150cc+,"Campamento es un municipio ganadero del Norte antioqueño con paisajes de sabana y montaña. Muy tranquilo, casi sin visitantes externos. La ruta pasa por Valdivia, donde el paisaje cambia drásticamente.",Verificar estado de vías. Municipio auténtico y sin turismo masivo. Llevar comida y agua para el camino.,Tanquear en Yarumal. Verificar disponibilidad en Campamento.,Posadas muy básicas. Solo para aventureros autónomos.,"Comida ganadera: chicharrón, costilla y frijoles. Muy económico.",,,,https://ridera.com.co/rutas/medellin-campamento/,2026-07-22 03:25:13.326683+00,2026-07-22 03:25:13.326683+00,campamento,medellin - campamento
4a46e9d5-049f-467c-a76d-0a0728b8876c,medellin-don-matias,Medellín – Don Matías (Tierra del Pollo),Don Matías,Antioquia,65,1 – 1.5 horas,Principiante,Autopista Norte pavimentada en excelente estado.,Todo el año.,Cualquier moto.,Don Matías es famoso en todo el país por su gastronomía avícola y sus pollos asados. Municipio del Norte antioqueño con excelente clima. Se puede combinar con Santa Rosa de Osos y San Pedro de los Milagros en una ruta del Norte.,Salida directa por la Autopista Norte. Ruta muy fácil y señalizada. El municipio tiene varios restaurantes de pollo a la brasa que son legendarios en Antioquia.,Gasolineras en la autopista y en el municipio.,Posadas y hoteles locales.,"Pollo asado, pollo sudado, bandeja paisa, mazamorra.","6.4833,-75.4333","[{'lat': 6.435, 'lon': -75.332, 'nombre': 'Barbosa (primera parada)'}]",,https://ridera.com.co/rutas/medellin-don-matias/,2026-07-22 03:17:08.201261+00,2026-07-22 03:17:08.201261+00,don matias,medellin - don matias (tierra del pollo)
4a68ddf3-79b6-4f36-8298-f31aa720ccd5,medellin-amalfi,Medellín – Amalfi,Amalfi,Antioquia,175,3.5-4 horas,Intermedia,Pavimentada con tramos mixtos,Todo el año,Naked / Sport / Adventure 150cc+,Ruta hacia el Nordeste antioqueño por el cañón del río Porce. Paisajes de montaña y minería artesanal. Amalfi es un pueblo colonial con arquitectura patrimonial y un mirador que deja sin palabras.,Llevar combustible completo desde Medellín. Hay tramos destapados entre Donmatías y Amalfi. Salir antes de las 7am para llegar en fresco.,Tanquear en Medellín y de nuevo en Barbosa o Donmatías. La siguiente estación segura es Amalfi.,Hotel Amalfi en el parque principal. También hay casas de huéspedes económicas.,Sancocho de gallina y bandeja paisa en los restaurantes del parque. Prueba las arepas de chócolo locales.,,,,https://ridera.com.co/rutas/medellin-amalfi/,2026-07-22 03:21:50.692836+00,2026-07-22 03:21:50.692836+00,amalfi,medellin - amalfi
4f9b3f59-071a-4b41-bfbf-835227d8fa85,medellin-san-sebastian-palmitas,Medellín – San Sebastián de Palmitas,San Sebastián de Palmitas,Antioquia,45,1 – 1.5 horas,Intermedia,Carretera departamental sinuosa con curvas técnicas. Pavimento en buen estado.,Todo el año. Evitar los días con lluvia fuerte en la tarde.,Cualquier moto con buenas llantas. Enduro o trail es ideal por las curvas.,"San Sebastián de Palmitas es el municipio más pequeño de Antioquia y queda dentro del perímetro de Medellín, en la cima de la montaña occidental. Subida técnica con curvas cerradas, frío y paisajes de cordillera. El municipio tiene apenas 3.000 habitantes y se siente como viajar al pasado.",La vía principal sale por el sector de San Cristóbal (barrio Occidente de Medellín). Subida constante con curvas cerradas. Llevar ropa de frío (puede bajar a 12°C). El pueblo tiene parque y una hermosa iglesia colonial. Distancia corta pero exigente.,"En Medellín antes de salir. El municipio es muy pequeño, no hay gasolinera allá.",Hostales básicos en el pueblo. Muchos lo hacen de día desde Medellín.,"Sancocho de gallina, arepas, mazamorra, panela con queso.","6.3167,-75.7000","[{'lat': 6.297, 'lon': -75.649, 'nombre': 'San Cristóbal (punto de partida)'}, {'lat': 6.31, 'lon': -75.685, 'nombre': 'Mirador vía al palmitas'}]",,https://ridera.com.co/rutas/medellin-san-sebastian-palmitas/,2026-07-22 03:16:31.82308+00,2026-07-22 03:16:31.82308+00,san sebastian de palmitas,medellin - san sebastian de palmitas
51f71e93-52fa-4cc8-9c61-f43070938671,medellin-santa-marta,Medellín – Santa Marta,Santa Marta,Magdalena,980,14-16 horas,Experta,Autopista y vías nacionales pavimentadas,Dic-Mar (temporada seca caribe),Touring / Adventure 300cc+,"980 km en el viaje más épico de Colombia. La Gran Ruta del Caribe: subís al Cauca, cruzás el Sinú, la Costa Atlántica y llegás a la ciudad más antigua de Sudamérica frente a la Sierra Nevada. Ciudad Perdida, el Tayrona, el Parque Nacional del Cabo y el kite en Palomino esperan.",Mínimo 3 días de viaje. Ruta: Medellín-Caucasia-Montería-Sincelejo-Barranquilla-Santa Marta. El calor desde Caucasia es extremo (40°C). Hidratación crítica. En Barranquilla el tráfico es caótico — cruzarla rápido. Parkear en hotel con seguridad en Santa Marta.,"Múltiples estaciones. 300cc≈$325k, 500cc≈$480k ida.","En Santa Marta: Casa Kiwi, Hotel Casa Grande, Zuana Beach Resort. Muchas opciones en El Rodadero.","Posta cartagenera, arroz de lisa, mojarra frita, coctel de camarones, patacón con queso, ron Tres Esquinas.","11.2408,-74.1990","[{'km': 200, 'gps': '7.8939,-75.8094', 'nombre': 'Caucasia'}, {'km': 300, 'gps': '8.7574,-75.8912', 'nombre': 'Montería'}, {'km': 500, 'gps': '9.3050,-75.3910', 'nombre': 'Sincelejo'}, {'km': 780, 'gps': '10.9639,-74.7964', 'nombre': 'Barranquilla'}, {'km': 980, 'gps': '11.2408,-74.1990', 'nombre': 'Santa Marta'}]",,https://ridera.com.co/rutas/medellin-santa-marta/,2026-07-14 02:58:56.954987+00,2026-07-14 02:58:56.954987+00,santa marta,medellin - santa marta
52ea6fd9-26b6-48ec-9a3c-813c5199fa88,medellin-copacabana,Medellín – Copacabana,Copacabana,Antioquia,18,25-35 min,Principiante,Pavimentada urbana,Todo el año,Cualquier moto 100cc+,"Copacabana es un municipio del norte del Valle de Aburrá, limítrofe con Bello. Punto de paso hacia el norte de Antioquia. Tiene una zona industrial importante y un parque principal con iglesia colonial. Excelente para hacer pausa en la ruta al norte.",Municipio de paso hacia el Norte antioqueño. Buen lugar para revisar la moto y abastecerse antes de la subida a Santa Rosa o Don Matías.,Estaciones disponibles en la vía principal.,"No aplica para pernocte turístico, es zona urbana.",Restaurantes de corriente y fondas. Buena parada de camino al norte.,,,,https://ridera.com.co/rutas/medellin-copacabana/,2026-07-22 03:26:14.283625+00,2026-07-22 03:26:14.283625+00,copacabana,medellin - copacabana
53db5769-e792-414c-9969-ea65377de2fa,medellin-segovia,Medellín – Segovia,Segovia,Antioquia,215,4.5-5 horas,Intermedia,"Pavimentada mayoritariamente, algunos tramos mixtos","Dic–Mar, Jul–Ago",Naked / Sport / Adventure 150cc+,"Segovia es la capital aurífera de Colombia y un pedazo del Nordeste con carácter propio. Ruta larga con paisajes de selva baja y montaña. Conoce la minería de oro artesanal, el mercado local y la cultura de los mineros.","Ruta de día completo. Salir a las 5am desde Medellín. La vía está en buen estado hasta Yolombó, luego mixta. Llevar herramienta básica.","Tanquear en Medellín, Barbosa y Donmatías. En Segovia hay estaciones disponibles.",Hotel Minas de Oro y varios hospedajes económicos en el centro.,Bandeja paisa y caldos de costilla. El mercado de Segovia los fines de semana es único.,,,,https://ridera.com.co/rutas/medellin-segovia/,2026-07-22 03:21:50.692836+00,2026-07-22 03:21:50.692836+00,segovia,medellin - segovia
542fe767-d912-4d61-ae6a-fd4d94e0e428,medellin-el-bagre,Medellín – El Bagre,El Bagre,Antioquia,330,6-7 horas,Experta,Pavimentada con tramos mixtos y calor extremo,Dic–Mar,Adventure / Enduro 200cc+ con experiencia,El Bagre es uno de los municipios más remotos del Bajo Cauca antioqueño sobre el río Nechí. Zona de minería aurífera intensa. Ruta larga y exigente por calor extremo y vías en regulares condiciones. Para riders de aventura extrema.,Solo para riders muy experimentados. Calor puede superar 40°C. Salir a las 4am máximo. Llevar bidón de agua y comida. Ir acompañado. Verificar seguridad antes de salir.,"Tanquear en Medellín, Caucasia y verificar disponibilidad antes de llegar. El combustible puede escasear.",Hospedajes básicos disponibles en El Bagre.,Comida ribereña: pescado de río y patacón. Muy económico.,,,,https://ridera.com.co/rutas/medellin-el-bagre/,2026-07-22 03:27:33.258249+00,2026-07-22 03:27:33.258249+00,el bagre,medellin - el bagre
561a0303-5a64-4abf-b711-4cb3f3764b6d,medellin-nechi,Medellín – Nechí,Nechí,Antioquia,355,7-8 horas,Experta,Pavimentada con tramos difíciles y calor extremo,Dic–Mar,Adventure / Enduro 200cc+ con experiencia,"Nechí es el municipio más bajo y cálido de Antioquia, a orillas del río Nechí antes de desembocar en el Cauca. Extremo norte del Bajo Cauca. Ruta de aventura extrema para riders que quieren completar el sello más difícil del norte.","Ruta de dos días obligatorio. Hospedarse en Caucasia o El Bagre. Calor extremo, más de 40°C garantizados. Solo para riders expertos con motos en perfecto estado.",Tanquear en cada estación disponible. Llevar bidón extra de gasolina. No escatimar en combustible.,Hospedajes muy básicos en Nechí. Llevar todo lo necesario.,Pescado de río. La comida en Nechí es básica pero abundante.,,,,https://ridera.com.co/rutas/medellin-nechi/,2026-07-22 03:27:33.258249+00,2026-07-22 03:27:33.258249+00,nechi,medellin - nechi
5742bcd2-43e5-40cc-8ac5-c12dd122c67e,medellin-rionegro-santuario,Medellín – Rionegro – El Santuario (Loop Oriente),El Santuario,Antioquia,120,2.5-3 horas,Principiante,Pavimentada en excelente estado,Todo el año,Cualquier moto 125cc+,"El loop clásico del Oriente cercano. Salís por la autopista a Rionegro, bajás a Marinilla, subís a El Santuario con vista al embalse y volvés por La Ceja o seguís al Peñol. 120 km de círculo que muestra lo mejor del Oriente: flores, fresas, fincas y el mejor café de la región.","El Oriente es el jardín de Medellín: silleteros, flores, fresas. Parás en las ventas de fresa con crema al borde de la vía antes de El Santuario. La vuelta por La Ceja tiene vista al Valle de Rionegro. Ideal para mañana de domingo con desayuno en finca.","Múltiples estaciones. 125cc≈$38k, 200cc≈$48k ida+vuelta.","Rionegro tiene toda la oferta hotelera del Oriente. En El Santuario: Hotel Plaza, opciones económicas.","Fresas con crema, arepas de chócolo, tamales de pipián, trucha de finca, aguacate y tomate de la región.","5.9908,-75.2680","[{'km': 45, 'gps': '6.1588,-75.3741', 'nombre': 'Rionegro'}, {'km': 65, 'gps': '6.1558,-75.3718', 'nombre': 'Marinilla'}, {'km': 120, 'gps': '5.9908,-75.2680', 'nombre': 'El Santuario'}]",,https://ridera.com.co/rutas/medellin-rionegro-santuario/,2026-07-14 02:57:00.969793+00,2026-07-14 02:57:00.969793+00,el santuario,medellin - rionegro - el santuario (loop oriente)
5b1dd0e6-566b-432c-a8ec-7aaeeffb1f12,medellin-amaga,Medellín – Amagá (Carbón y Patrimonio),Amagá,Antioquia,45,45 min – 1 hora,Principiante,Autopista Sur bien pavimentada.,Todo el año.,Cualquier moto.,"Amagá es el municipio carbonero de Antioquia. Tiene el Parque Ecológico Comfama y una zona minera histórica. El Ferrocarril de Antioquia tiene su estación más famosa aquí. Clima cálido templado. Muy cercano a Medellín, ideal para salidas cortas.","Salir por la autopista Sur hacia La Pintada. Amagá queda 45 km al sur de Medellín. Se puede combinar con La Pintada, Venecia y subir al Suroeste en una sola ruta.",Gasolineras en la autopista Sur.,No es necesario hospedarse. Excursión de día.,"Bandeja paisa, arepas, chicharrón, sancocho.","6.0333,-75.7000","[{'lat': 6.092, 'lon': -75.638, 'nombre': 'Caldas (desvío sur)'}]",,https://ridera.com.co/rutas/medellin-amaga/,2026-07-22 03:18:37.299402+00,2026-07-22 03:18:37.299402+00,amaga,medellin - amaga (carbon y patrimonio)
5cfac4f0-0580-4906-a648-69ce754d3679,cali-buenaventura,Cali – Buenaventura (Pacífico),Buenaventura,Valle del Cauca,120,2-2.5 horas,Intermedia,"Vía al mar, curvas técnicas, lluvia frecuente",Jun-Ago (menos lluvias),Naked / Adventure 150cc+,"120 km cruzando la Cordillera Occidental hasta el Pacífico. La ""vía al mar"" tiene las curvas más técnicas del Valle del Cauca: descenso hacia la selva húmeda, temperatura que sube de 18°C a 32°C en 80 km. Buenaventura tiene playas de selva, mariscos fresquísimos y cultura afropacífica única.","La vía tiene niebla frecuente y lluvia casi permanente: impermeables obligatorios. Buenaventura es ciudad portuaria, moverse con guía local en el área turística. Las playas están a 30-90 min en lancha (La Bocana, Ladrilleros, Juanchaco). No ir de noche.","Llená en Cali. En Buenaventura hay estaciones. 150cc≈$40k, 250cc≈$52k ida.","Hotel Estación Buenaventura, Hotel Balboa, posadas en playas (La Bocana, Ladrilleros).","Encocado de jaiba, cazuela de mariscos, cangrejo, langostinos, tapao de pescado, arroz con coco y patacón.","3.8803,-77.0316","[{'km': 70, 'gps': '3.9052,-76.8870', 'nombre': 'Loboguerrero'}, {'km': 120, 'gps': '3.8803,-77.0316', 'nombre': 'Buenaventura'}]",,https://ridera.com.co/rutas/cali-buenaventura/,2026-07-14 03:00:12.682421+00,2026-07-14 03:00:12.682421+00,buenaventura,cali - buenaventura (pacifico)
5d33321a-fbf8-4265-8894-2cfc74864438,medellin-argelia-ant,Medellín – Argelia (Antioquia),Argelia,Antioquia,140,3 horas,Intermedia,Pavimentada con tramos mixtos,"Dic–Mar, Jul–Ago",Naked / Sport / Adventure 150cc+,Argelia es un municipio del Oriente antioqueño con paisajes de montaña y comunidades campesinas resilientes. Zona de proceso de paz y renovación comunitaria. Ruta poco transitada con paisajes de selva subandina.,Verificar condición de vías antes de salir. Municipio en proceso de desarrollo turístico. Llevar comida y agua suficiente.,Tanquear en Sonsón antes de ir a Argelia. La estación en Argelia puede tener disponibilidad limitada.,Posadas familiares muy básicas.,Comida campesina casera. Muy económica y abundante.,,,,https://ridera.com.co/rutas/medellin-argelia-ant/,2026-07-22 03:24:46.238304+00,2026-07-22 03:24:46.238304+00,argelia,medellin - argelia (antioquia)
5e226975-5de3-48b1-b9da-39aa7fa11d78,medellin-ciudad-bolivar,Medellín – Ciudad Bolívar (Suroeste),Ciudad Bolívar,Antioquia,120,2 – 2.5 horas,Intermedia,Autopista Sur + carretera departamental pavimentada.,Todo el año.,Cualquier moto.,"Ciudad Bolívar es la capital del Suroeste antioqueño. Centro urbano importante con buen comercio. Zona cafetera y aguacatera. Punto de convergencia de rutas hacia Jardín, Andes y Jericó. Ideal como base para explorar el Suroeste profundo.","Salir por la autopista Sur hasta Bolombolo y continuar al Suroeste. Ciudad Bolívar tiene todo: gasolineras, hoteles, restaurantes y talleres de motos. Excelente hub para rutas de varios días por el Suroeste.",Gasolineras en autopista y en Ciudad Bolívar.,Varios hoteles en el municipio.,"Bandeja paisa, frijoles, chicharrón, aguacate Hass del Suroeste.","5.8500,-76.0167","[{'lat': 5.756, 'lon': -75.607, 'nombre': 'La Pintada (parada)'}, {'lat': 5.89, 'lon': -75.844, 'nombre': 'Bolombolo (desvío Suroeste)'}]",,https://ridera.com.co/rutas/medellin-ciudad-bolivar/,2026-07-22 03:18:37.299402+00,2026-07-22 03:18:37.299402+00,ciudad bolivar,medellin - ciudad bolivar (suroeste)
61798aa4-227c-4e64-8f1d-6fe294e59dcb,medellin-santa-barbara,Medellín – Santa Bárbara (Lago Morro Azul),Santa Bárbara,Antioquia,85,1.5 – 2 horas,Intermedia,Autopista Sur y carretera departamental con curvas moderadas.,Todo el año. Mejor temporada seca.,Cualquier moto.,"Santa Bárbara tiene el Lago Morro Azul, uno de los paisajes más hermosos del Suroeste antioqueño. Municipio cafetero y ganadero con arquitectura paisa tradicional. Frío moderado. Excelente punto de parada entre Medellín y el Suroeste profundo.",Salir por la autopista Sur y desviarse en La Pintada hacia el Suroeste. El lago Morro Azul requiere un desvío de pocos kilómetros desde el pueblo. El paisaje es espectacular.,Gasolineras en la autopista Sur y en Santa Bárbara.,Hoteles en el municipio.,"Trucha, frijoles, mazamorra, chicharrón.","5.8667,-75.5667","[{'lat': 5.756, 'lon': -75.607, 'nombre': 'La Pintada (desvío)'}, {'lat': 5.869, 'lon': -75.57, 'nombre': 'Lago Morro Azul'}]",,https://ridera.com.co/rutas/medellin-santa-barbara/,2026-07-22 03:18:37.299402+00,2026-07-22 03:18:37.299402+00,santa barbara,medellin - santa barbara (lago morro azul)
6328bf3f-6898-4c4e-a6be-44ccf8ae6e15,medellin-caldas,Medellín – Caldas,Caldas,Antioquia,22,35-40 min,Principiante,Pavimentada en buen estado,Todo el año,Cualquier moto 100cc+,"Caldas es el municipio sur del Valle de Aburrá, puerta de salida hacia el Suroeste antioqueño. Pueblo tranquilo con parque bonito y buena gastronomía. Desde aquí empieza el ascenso a las montañas del Suroeste y el descenso hacia La Pintada.","Excelente punto de abastecimiento antes de entrar al Suroeste. Tanquear en Caldas si vas a La Pintada, Fredonia o Jericó.",Estaciones disponibles en el casco urbano de Caldas.,Hostales y casas de huéspedes en el parque principal.,Corriente antiqueño y obleas. Buenas panaderías locales.,,,,https://ridera.com.co/rutas/medellin-caldas/,2026-07-22 03:23:33.284692+00,2026-07-22 03:23:33.284692+00,caldas,medellin - caldas
666f861b-41f9-4a02-b0b6-54ce9763f7fb,medellin-titiribi,Medellín – Titiribí,Titiribí,Antioquia,65,1.5-2 horas,Intermedia,Pavimentada con curvas,Todo el año,Naked / Sport / Adventure 150cc+,Titiribí es un municipio del Suroeste antioqueño con historia minera y arquitectura republicana bien conservada. La ruta desde Medellín baja por el suroeste con curvas técnicas y paisajes de montaña boscosa. Pueblo auténtico y hospitalario.,Ruta corta ideal para salida de medio día. Titiribí tiene minas de oro históricas y casas coloniales. Combinar con visita a Amagá.,Tanquear en Medellín o Caldas. Estación disponible en Titiribí.,Posadas sencillas disponibles.,"Comida antioqueña clásica. Fríjoles, chicharrón y patacón.",,,,https://ridera.com.co/rutas/medellin-titiribi/,2026-07-22 03:27:33.258249+00,2026-07-22 03:27:33.258249+00,titiribi,medellin - titiribi
6784d5bc-600f-4039-80fc-fd3d43340c27,medellin-olaya,Medellín – Olaya,Olaya,Antioquia,95,2-2.5 horas,Intermedia,Pavimentada con tramos mixtos,Todo el año,Naked / Sport / Adventure 150cc+,"Olaya es un municipio pequeño del Occidente antioqueño sobre el río Cauca con paisaje de cañón impresionante. Pueblo tranquilo con minería artesanal y comunidades afro. Poco visitado por turistas, auténtico y sin masificación.",Ruta alternativa al Occidente menos transitada. El cañón del Cauca en Olaya es espectacular. Combinar con visita a Liborina o Sabanalarga.,Tanquear en Santa Fe de Antioquia. En Olaya hay estación pequeña.,Posadas muy básicas disponibles.,Comida ribereña. Pescado de río y sancocho caldoso.,,,,https://ridera.com.co/rutas/medellin-olaya/,2026-07-22 03:26:49.272997+00,2026-07-22 03:26:49.272997+00,olaya,medellin - olaya
6bdd9ed8-3ed4-4d6c-9ce1-920f40355bed,loop-norte-antioqueno,Loop Norte Antioqueño (Don Matías – Santa Rosa – San Pedro),Santa Rosa de Osos,Antioquia,180,3.5 – 4 horas,Principiante,Autopista Norte y carreteras departamentales pavimentadas.,Todo el año. Llevar chaqueta de frío.,Cualquier moto.,"El loop perfecto para el Norte antioqueño. Sale por Don Matías, sube a Santa Rosa de Osos para los quesos y baja por San Pedro de los Milagros. Tres municipios en un día con gastronomía espectacular de la zona más lechera y quesera de Colombia.",Salir temprano para aprovechar el mercado en Santa Rosa. Ruta circular muy fácil. Llevar dinero en efectivo para comprar quesos artesanales. El frío en Santa Rosa puede sorprender.,Autopista Norte bien surtida. Santa Rosa tiene varias gasolineras.,Se puede hacer el loop en un día saliendo temprano de Medellín.,"Quesos de Santa Rosa, pollo asado de Don Matías, mazamorra, almojábanas.","6.6333,-75.4667","[{'lat': 6.483, 'lon': -75.433, 'nombre': 'Don Matías'}, {'lat': 6.633, 'lon': -75.467, 'nombre': 'Santa Rosa de Osos'}, {'lat': 6.483, 'lon': -75.55, 'nombre': 'San Pedro de los Milagros'}]",,https://ridera.com.co/rutas/loop-norte-antioqueno/,2026-07-22 03:17:08.201261+00,2026-07-22 03:17:08.201261+00,santa rosa de osos,loop norte antioqueno (don matias - santa rosa - san pedro)
