id,marca,modelo,años,aceite_litros,aceite_spec,torque_filtro,cambio_aceite_km,llantas_psi,variantes,mantenimiento,fallas,created_at,marca_norm,modelo_norm
bmw-f900xr-2020,BMW,F 900 XR,2020–presente,3.5 L (con filtro),SAE 15W-50 sintético (BMW Motorrad),10 Nm,10000,"{'delantera': '36 PSI', 'trasera_solo': '42 PSI', 'trasera_cargada': '50 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '20,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '20,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '1,000 km'}]","[{'nombre': 'Vibración pantalla a 130 km/h', 'sintoma': 'Turbulencia detrás del parabrisas', 'solucion': 'Ajustar altura del parabrisas; accesorio deflector BMW reduce turbulencia'}, {'nombre': 'Batería descarga rápido', 'sintoma': 'Problemas arranque en clima frío', 'solucion': 'Verificar carga batería; en climas fríos usar cargador de mantenimiento'}]",2026-07-12T19:42:58.089705+00:00,bmw,f 900 xr
bmw-s1000rr-2019,BMW,S 1000 RR,2019–presente,4.0 L (con filtro),SAE 15W-50 sintético (BMW Motorrad),10 Nm,10000,"{'delantera': '33 PSI', 'trasera_solo': '26 PSI'}",M Package,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '10,000 km (calle) / 3,000 km (pista)'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': 'cada cambio de aceite'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '20,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '1 año (pista) / 2 años (calle)'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '20,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '500 km (pista)'}, {'item': 'Válvulas', 'accion': 'Inspeccionar', 'intervalo': '12,000 km'}]","[{'nombre': 'Error DDC en suspensión', 'sintoma': 'Luz DDC / error amortiguación', 'solucion': 'Verificar conectores bajo carenado; puede requerir calibración en dealer'}, {'nombre': 'Consumo aceite en pista', 'sintoma': 'Nivel baja notablemente', 'solucion': 'Normal hasta 0.5L por sesión intensa; usar aceite full sintético Racing'}, {'nombre': 'Sensor cigüeñal falso error', 'sintoma': 'Moto no arranca, error sensor', 'solucion': 'Limpiar sensor y reluctor con limpiador electrónico; verificar conector'}]",2026-07-12T19:42:58.089705+00:00,bmw,s 1000 rr
bmw-s1000xr-2020,BMW,S 1000 XR,2020–presente,4.0 L (con filtro),SAE 15W-50 sintético (BMW Motorrad),10 Nm,10000,"{'delantera': '36 PSI', 'trasera_solo': '42 PSI', 'trasera_cargada': '50 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '20,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '20,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '1,000 km'}]","[{'nombre': 'Vibración alta velocidad', 'sintoma': 'Temblor >150 km/h', 'solucion': 'Verificar balanceo de ruedas; posible desgaste asimétrico de neumático'}, {'nombre': 'Error DTC agresivo', 'sintoma': 'Corte de potencia en curva', 'solucion': 'Ajustar sensibilidad DTC; usar modo Road/Dynamic según condición'}]",2026-07-12T19:42:58.089705+00:00,bmw,s 1000 xr
bmw-r1250r-2019,BMW,R 1250 R,2019–presente,4.0 L (con filtro),SAE 15W-50 sintético (BMW Motorrad),10 Nm,10000,"{'delantera': '33 PSI', 'trasera_solo': '36 PSI', 'trasera_cargada': '42 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '20,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '20,000 km'}, {'item': 'Cardán', 'accion': 'Inspeccionar / lubricar', 'intervalo': '20,000 km'}]","[{'nombre': 'Efecto cardán (reacción)', 'sintoma': 'Movimiento chasis al acelerar / frenar', 'solucion': 'Normal en motos con cardán; técnica de conducción suave minimiza efecto'}, {'nombre': 'Ruido ShiftCam cambiando mapa', 'sintoma': 'Clic audible al cambiar entre modos', 'solucion': 'Normal del sistema ShiftCam; no es falla mecánica'}]",2026-07-12T19:42:58.089705+00:00,bmw,r 1250 r
triumph-tiger660-2022,Triumph,Tiger Sport 660,2022–presente,2.5 L (con filtro),SAE 10W-40 JASO MA/MA2,22 Nm,10000,"{'delantera': '36 PSI', 'trasera_solo': '42 PSI', 'trasera_cargada': '50 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '800 km'}, {'item': 'Válvulas', 'accion': 'Inspeccionar', 'intervalo': '24,000 km'}]","[{'nombre': 'Vibración tricilíndrico', 'sintoma': 'Temblor en manillar a ciertas RPM', 'solucion': 'Normal del triple; verificar balanceo y contrapesos'}, {'nombre': 'Calor en escape hacia pierna', 'sintoma': 'Quemadura leve pierna derecha', 'solucion': 'Instalar protector de escape OEM o aftermarket'}]",2026-07-12T19:43:30.68543+00:00,triumph,tiger sport 660
triumph-trident660-2021,Triumph,Trident 660,2021–presente,2.5 L (con filtro),SAE 10W-40 JASO MA/MA2,22 Nm,10000,"{'delantera': '33 PSI', 'trasera_solo': '33 PSI', 'trasera_cargada': '36 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '800 km'}]","[{'nombre': 'Juego excesivo en cadena', 'sintoma': 'Cadena suelta tras pocos km', 'solucion': 'El estiramiento inicial es normal; ajustar cada 800 km en rodaje'}, {'nombre': 'Luz de falla intermitente', 'sintoma': 'MIL parpadea sin código', 'solucion': 'Verificar conector sensor O2; limpiar conexiones eléctricas'}]",2026-07-12T19:43:30.68543+00:00,triumph,trident 660
triumph-tiger900-2020,Triumph,Tiger 900,2020–presente,3.0 L (con filtro),SAE 10W-40 JASO MA/MA2,22 Nm,10000,"{'delantera': '36 PSI', 'trasera_solo': '42 PSI', 'trasera_cargada': '50 PSI'}","Tiger 900 GT, Tiger 900 Rally","[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '10,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '800 km'}, {'item': 'Válvulas', 'accion': 'Inspeccionar', 'intervalo': '24,000 km'}]","[{'nombre': 'Ruido escape off-road', 'sintoma': 'Vibración en guardabarro', 'solucion': 'Verificar soporte escape bien apretado; común en versión Rally'}, {'nombre': 'Consumo elevado en off-road', 'sintoma': '>5.5L/100km en pistas', 'solucion': 'Normal en terreno difícil; en carretera esperar 4–5L/100km'}]",2026-07-12T19:43:30.68543+00:00,triumph,tiger 900
triumph-tiger1200-2022,Triumph,Tiger 1200,2022–presente,4.1 L (con filtro),SAE 10W-40 JASO MA/MA2,22 Nm,16000,"{'delantera': '36 PSI', 'trasera_solo': '42 PSI', 'trasera_cargada': '50 PSI'}","Tiger 1200 GT, Tiger 1200 Rally","[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '16,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '16,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '32,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '32,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '800 km'}, {'item': 'Válvulas', 'accion': 'Inspeccionar', 'intervalo': '32,000 km'}]","[{'nombre': 'Actualización firmware OTA', 'sintoma': 'Moto solicita actualización', 'solucion': 'Realizar actualización en concesionario Triumph; mejora estabilidad electrónica'}, {'nombre': 'Peso elevado en maniobras', 'sintoma': 'Difícil maniobrar a baja velocidad', 'solucion': 'Normal >260 kg; practicar en parking; usar control de crucero en autopista'}]",2026-07-12T19:43:30.68543+00:00,triumph,tiger 1200
triumph-speedtriple1200rs,Triumph,Speed Triple 1200 RS,2021–presente,3.5 L (con filtro),SAE 10W-40 JASO MA/MA2,22 Nm,16000,"{'delantera': '33 PSI', 'trasera_solo': '29 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '16,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '16,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '32,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años (1 año pista)'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '32,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '500 km (pista)'}]","[{'nombre': 'Mapa Track muy agresivo', 'sintoma': 'Entrega de potencia violenta', 'solucion': 'Usar Road o Sport en calle; Track solo en circuito'}, {'nombre': 'Temperatura frenos en pista', 'sintoma': 'Frenos esponjosos tras sesión', 'solucion': 'Reemplazar líquido de frenos por DOT4 Racing; purgar bien el sistema'}]",2026-07-12T19:43:30.68543+00:00,triumph,speed triple 1200 rs
triumph-scrambler1200,Triumph,Scrambler 1200,2019–presente,3.5 L (con filtro),SAE 10W-40 JASO MA/MA2,22 Nm,16000,"{'delantera': '29 PSI', 'trasera_solo': '29 PSI', 'trasera_cargada': '33 PSI'}","Scrambler 1200 XC, XE","[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '16,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '16,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '32,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '32,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '800 km'}]","[{'nombre': 'Escape alto golpea obstáculos', 'sintoma': 'Escape roza en off-road extremo', 'solucion': 'Normal en configuración XE; guardar ángulo de ataque en terreno técnico'}, {'nombre': 'Vibración a bajas RPM', 'sintoma': 'Temblor en manillar en ciudad', 'solucion': 'El carácter del twin paralelo; subir RPM o usar mapa Sport'}]",2026-07-12T19:43:30.68543+00:00,triumph,scrambler 1200
triumph-speedtwin900,Triumph,Speed Twin 900,2019–presente,3.0 L (con filtro),SAE 10W-40 JASO MA/MA2,22 Nm,16000,"{'delantera': '33 PSI', 'trasera_solo': '36 PSI', 'trasera_cargada': '40 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '16,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '16,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '32,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '32,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '800 km'}]","[{'nombre': 'Goteo leve tapa balancines', 'sintoma': 'Olor aceite sin fuga visible', 'solucion': 'Verificar torque tapa; si persiste cambiar junta — problema reportado'}, {'nombre': 'Consumo aceite', 'sintoma': 'Nivel baja lentamente', 'solucion': 'Normal hasta 0.3L/1000km en rodaje; estabiliza tras 10,000 km'}]",2026-07-12T19:43:30.68543+00:00,triumph,speed twin 900
kawasaki-ninja650-2017,Kawasaki,Ninja 650,2017–presente,2.0 L (con filtro),SAE 10W-40 JASO MA/MA2,17 Nm,6000,"{'delantera': '33 PSI', 'trasera_solo': '33 PSI', 'trasera_cargada': '36 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '6,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '6,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '1,000 km'}, {'item': 'Válvulas', 'accion': 'Inspeccionar', 'intervalo': '24,000 km'}]","[{'nombre': 'Bocina débil', 'sintoma': 'Bocina original muy tenue', 'solucion': 'Reemplazar por bocina aftermarket — problema conocido en toda la gama Kawasaki'}, {'nombre': 'Calor motor en tráfico', 'sintoma': 'Temperatura sube en ciudad', 'solucion': 'Verificar ventilador; normal en pequeño parallel twin'}, {'nombre': 'Embrague resbaloso en rodaje', 'sintoma': 'Patinaje bajo carga', 'solucion': 'Rodaje de 1,000 km primero; ajustar holgura cable embrague'}]",2026-07-12T19:44:18.666013+00:00,kawasaki,ninja 650
kawasaki-z650-2017,Kawasaki,Z650,2017–presente,2.0 L (con filtro),SAE 10W-40 JASO MA/MA2,17 Nm,6000,"{'delantera': '33 PSI', 'trasera_solo': '33 PSI', 'trasera_cargada': '36 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '6,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '6,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '1,000 km'}]","[{'nombre': 'Vibración manubrio 90–110 km/h', 'sintoma': 'Hormigueo en manos', 'solucion': 'Revisar balanceo; los pesos de manubrio originales pueden aflojarse'}, {'nombre': 'Freno trasero muy sensible', 'sintoma': 'Bloqueo fácil en frenada', 'solucion': 'Técnica de frenada progresiva; el ABS trasero interviene correctamente'}]",2026-07-12T19:44:18.666013+00:00,kawasaki,z650
kawasaki-versys650-2015,Kawasaki,Versys 650,2015–presente,2.1 L (con filtro),SAE 10W-40 JASO MA/MA2,17 Nm,6000,"{'delantera': '33 PSI', 'trasera_solo': '36 PSI', 'trasera_cargada': '42 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '6,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '6,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '1,000 km'}, {'item': 'Válvulas', 'accion': 'Inspeccionar', 'intervalo': '24,000 km'}]","[{'nombre': 'Ruido horquilla al frenar', 'sintoma': 'Chasquido en compresión delantera', 'solucion': 'Lubricar buje deslizante horquilla; verificar nivel de aceite en horquilla'}, {'nombre': 'Luz freno trasero siempre encendida', 'sintoma': 'Interruptor pedal mal ajustado', 'solucion': 'Ajustar interruptor de freno trasero en pedal'}, {'nombre': 'Vibración a baja velocidad', 'sintoma': 'Traqueteo al ralentí', 'solucion': 'Ajustar ralentí a 1,100–1,300 RPM; verificar sincronización cuerpos de aceleración'}]",2026-07-12T19:44:18.666013+00:00,kawasaki,versys 650
kawasaki-versys1000se-2019,Kawasaki,Versys 1000 SE,2019–presente,3.8 L (con filtro),SAE 10W-40 JASO MA/MA2,17 Nm,12000,"{'delantera': '36 PSI', 'trasera_solo': '42 PSI', 'trasera_cargada': '50 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '12,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '12,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '1,000 km'}, {'item': 'Suspensión KECS', 'accion': 'Calibrar / verificar', 'intervalo': '20,000 km'}]","[{'nombre': 'Error suspensión electrónica', 'sintoma': 'Luz KECS en dashboard', 'solucion': 'Verificar conectores bajo carenado lateral; resetear en concesionario Kawasaki'}, {'nombre': 'Consumo alto en ciudad', 'sintoma': '>6L/100km en tráfico', 'solucion': 'Normal para inline-4 de 1L en ciudad; carretera baja a 5–5.5L'}]",2026-07-12T19:44:18.666013+00:00,kawasaki,versys 1000 se
kawasaki-z900-2017,Kawasaki,Z900,2017–presente,3.4 L (con filtro),SAE 10W-40 JASO MA/MA2,17 Nm,12000,"{'delantera': '33 PSI', 'trasera_solo': '33 PSI', 'trasera_cargada': '36 PSI'}","Z900 SE, Z900 50th Anniversary","[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '12,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '12,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '1,000 km'}, {'item': 'Válvulas', 'accion': 'Inspeccionar', 'intervalo': '24,000 km'}]","[{'nombre': 'Tirones a baja velocidad', 'sintoma': 'Movimiento abrupto en tráfico', 'solucion': 'Usar mapa Low en ciudad; ajustar sensibilidad TCS'}, {'nombre': 'Vibración 5,000–6,000 RPM', 'sintoma': 'Resonancia en rango medio', 'solucion': 'Zona de resonancia natural del inline-4; acelerar pasando ese rango'}]",2026-07-12T19:44:18.666013+00:00,kawasaki,z900
kawasaki-z900rs-2018,Kawasaki,Z900RS,2018–presente,3.4 L (con filtro),SAE 10W-40 JASO MA/MA2,17 Nm,12000,"{'delantera': '33 PSI', 'trasera_solo': '33 PSI', 'trasera_cargada': '36 PSI'}",Z900RS Cafe,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '12,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '12,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '1,000 km'}]","[{'nombre': 'Cromados con corrosión', 'sintoma': 'Manchas en piezas cromadas', 'solucion': 'Limpiar con cera protectora; el cromo OEM requiere mantenimiento frecuente'}, {'nombre': 'Escape caliente en pierna', 'sintoma': 'Calor del escape retro', 'solucion': 'Instalar protector wrap térmico o escudo térmico aftermarket'}]",2026-07-12T19:44:18.666013+00:00,kawasaki,z900rs
kawasaki-ninja1000sx-2020,Kawasaki,Ninja 1000SX,2020–presente,3.8 L (con filtro),SAE 10W-40 JASO MA/MA2,17 Nm,12000,"{'delantera': '36 PSI', 'trasera_solo': '42 PSI', 'trasera_cargada': '50 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '12,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '12,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '1,000 km'}, {'item': 'Válvulas', 'accion': 'Inspeccionar', 'intervalo': '24,000 km'}]","[{'nombre': 'Carga USB lenta', 'sintoma': 'Puerto USB no carga rápido', 'solucion': 'Solo 5V/1A; usar adaptador externo para carga rápida'}, {'nombre': 'Pantalla TFT con reflejos', 'sintoma': 'Difícil leer con sol', 'solucion': 'Ajustar brillo al máximo; accesorio visera anti-reflejo disponible'}]",2026-07-12T19:44:18.666013+00:00,kawasaki,ninja 1000sx
kawasaki-zx6r-2019,Kawasaki,Ninja ZX-6R,2019–presente,3.9 L (con filtro),SAE 10W-40 JASO MA/MA2,17 Nm,12000,"{'delantera': '33 PSI', 'trasera_solo': '29 PSI'}",,"[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '12,000 km (calle) / 3,000 km (pista)'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': 'cada cambio'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años (anual en pista)'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '500 km (pista)'}]","[{'nombre': 'Potencia plana <9,000 RPM', 'sintoma': 'Poco pull en rango bajo', 'solucion': 'Normal en supersport; motor diseñado para >9,000 RPM. Evitar ciudad'}, {'nombre': 'Calor excesivo en piernas', 'sintoma': 'Temperatura alta del motor', 'solucion': 'Normal en full fairing deportivo; evitar tráfico prolongado'}]",2026-07-12T19:44:18.666013+00:00,kawasaki,ninja zx-6r
kawasaki-zx10r-2021,Kawasaki,Ninja ZX-10R,2021–presente,4.3 L (con filtro),SAE 10W-40 JASO MA/MA2,17 Nm,12000,"{'delantera': '33 PSI', 'trasera_solo': '26 PSI'}","ZX-10R SE, ZX-10RR","[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '12,000 km (calle) / 3,000 km (pista)'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': 'cada cambio'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años (anual en pista)'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '500 km (pista)'}, {'item': 'Válvulas', 'accion': 'Inspeccionar', 'intervalo': '24,000 km'}]","[{'nombre': 'KCMF agresivo en curva', 'sintoma': 'Corte notable al inclinarse', 'solucion': 'Ajustar nivel KCMF; en pista usar modo Track con mínima intervención'}, {'nombre': 'Consumo aceite en pista', 'sintoma': 'Nivel baja en sesión', 'solucion': 'Normal hasta 0.5L; usar aceite full sintético Racing 10W-40 o 10W-50'}]",2026-07-12T19:44:18.666013+00:00,kawasaki,ninja zx-10r
kawasaki-ninjah2-2015,Kawasaki,Ninja H2,2015–presente,4.5 L (con filtro),SAE 10W-40 JASO MA/MA2,17 Nm,12000,"{'delantera': '33 PSI', 'trasera_solo': '26 PSI'}","Ninja H2 Carbon, H2R (solo pista)","[{'item': 'Aceite de motor', 'accion': 'Reemplazar', 'intervalo': '12,000 km'}, {'item': 'Filtro de aceite', 'accion': 'Reemplazar', 'intervalo': '12,000 km'}, {'item': 'Bujías', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Líquido de frenos', 'accion': 'Reemplazar', 'intervalo': '2 años'}, {'item': 'Filtro de aire', 'accion': 'Reemplazar', 'intervalo': '24,000 km'}, {'item': 'Compresor centrifugo', 'accion': 'Inspeccionar cojinetes', 'intervalo': '40,000 km'}, {'item': 'Cadena', 'accion': 'Lubricar / ajustar', 'intervalo': '500 km'}]","[{'nombre': 'Ruido compresor', 'sintoma': 'Silbido al acelerar', 'solucion': 'Normal del supercharger; silbido más agudo = posible desgaste de cojinetes, revisar'}, {'nombre': 'Consumo aceite elevado', 'sintoma': 'Nivel baja rápido', 'solucion': 'Verificar sellos compresor; consumo leve es normal en motores sobrealimentados'}, {'nombre': 'Calor extremo en ciudad', 'sintoma': 'Temperatura muy alta en tráfico', 'solucion': 'La H2 no está diseñada para ciudad; minimizar tiempos en tráfico. Verificar ventiladores'}]",2026-07-12T19:44:18.666013+00:00,kawasaki,ninja h2
